Date,Code,Name,Timeframe,EntryPrice,ExitPrice,PnL(%),VolRatio,InitialRR,HoldTime(s),MaxPnL(%),ExitReason
2026-03-25 14:38:03,408470,한패스,3m,32350,31500,-2.63,2.22,1.5,789,0.93,손절(SL)
