Date,Code,Name,EntryPrice,ExitPrice,PnL(%),PullbackVolRatio,EntryATR,Dummy,Macro(%),HoldTime(s),MaxPnL(%),ExitReason
2026-04-08 14:29:54,002150,도화엔지니어링,7040,7300,3.69,0.03,62.14,0,4.46,1157,3.69,50%분할익절
2026-04-08 14:30:41,002150,도화엔지니어링,KOSDAQ,7040,7280,3.41,0.03,62.14,정배열,0.0,1205,5.54,트레일링스탑(익절)
